file,paragraphIndex,ignored,ignoreReason,brokenPre,chars,words,sentences,avgSentence,inlineMath,blockMath,hasMath,commas,semicolons,lines,densityScore,recommendSplit,splitAfterSentence,snippet
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,5,true,no-math,false,238,34,1,34,0,0,false,2,0,1,1,false,,"The triangular numbers and the zeta function are mathematical abstractions that can not in them selves exhibit dynamical behavior, nonetheless, we find that th…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,6,true,no-math,false,166,26,1,26,0,0,false,2,0,1,0,false,,"The conclusion therefor must be that numerical abstraction necessarily depends on, derives from, what is considered to be the physical nature of the world we o…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,7,true,no-math,false,257,45,2,22.5,0,0,false,0,0,1,0,false,,Overall we find that it seems as if observing a dynamic structure in a continues state of collapse. In fact this notion of mathematics emerging from physical r…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,8,false,,false,170,25,1,25,1,0,true,1,0,1,0,false,,"Figure 'The sum formula and first six triangular numbers' showing the area $A=\pi^{2}$ divided in 4 quadrants represents the mathematical universe, a complete …"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,9,true,no-math,false,136,22,2,11,0,0,false,1,0,1,0,false,,"Wikipedia:A complete convex set. The figure does not have explanatory power for the dynamic behavior, that will be handled in chapter 7."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,10,false,,false,208,34,1,34,1,0,true,1,0,1,1,false,,"In this chapter the apparent fractal property of self-similarity and dynamic fingerprint will be identified, the lower left ($3_{th}$) quadrant will be shown t…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,11,false,,false,333,47,3,15.7,5,0,true,6,0,1,1,false,,"The projection plane $A_{\square}$ (fig. 4.2) measures $1\times1\thinspace unit$, subdivided into 4 quadrants, numbered from the top right, anticlockwise I, II…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,12,false,,false,174,22,1,22,2,0,true,2,0,1,0,false,,"The marker $T_{n=3}$ on the x-axis, (also projects on the y-axis), marks the extend of an isosceles right angle triangle measuring $\frac{1}{6}A_{\square}=\fra…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,13,false,,false,280,39,1,39,5,0,true,3,0,1,3,true,,"Similarly the two arcs at $x=0.5$ and $x=\sqrt{2}^{\thinspace-1}$ define the two hypotenuses, $T_{n=0}$ as upper bound and $T_{n=\infty}$ as lower bound, below…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,14,false,,false,147,22,2,11,1,0,true,1,0,1,0,false,,"The rational projection of the triangular numbers is contained within the limits of quadrant III, the triangular plane $A_{\Delta}$ (see fig. 4.3)."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,15,false,,false,302,50,1,50,5,0,true,4,0,1,3,true,,"The set of numbers $n<=T_{n}$, triangular number $T_{n}=\frac{1}{2}n(n+1)$, projects on a $n\times n$ grit from the lower left corner up to and over the diagon…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,16,true,no-math,false,136,3,1,3,0,0,false,0,0,1,0,false,,\begin{equation}\begin{split}T_{n=3}&=\frac{1}{2}n\left(n+1\right)\\&=1.5\times4=6\end{split}\label{eq:04.01} \tag{04.01} \end{equation}
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,17,true,"followed-by-structural(pre), no-math",false,56,10,1,10,0,0,false,0,0,1,0,false,,The total affected area can be expressed in relation to:
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,18,false,,false,163,9,1,9,2,0,true,0,0,1,0,false,,The projection plane: $T_{n=3}\rightarrow A_{\square}=\frac{6}{4\times9}=\frac{6}{36}=\frac{1}{6}$The triangular plane: $T_{n=3}\rightarrow A_{\Delta}=\frac{6}…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,19,true,followed-by-structural(pre),false,281,44,2,22,2,0,true,2,0,1,0,false,,"Except for the limiting case $\underset{n\rightarrow\infty}{lim}\thinspace T_{n}$, there is a portion of the affected area that projects above the hypotenuse o…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,20,false,,false,227,13,1,13,2,0,true,0,0,1,0,false,,Proportional to the projection plane: $T_{n=3}\rightarrow A_{\square}=\frac{n}{2}\left(2n\right)^{-2}=\frac{1}{24}$Proportional to the triangular plane: $T_{n=…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,21,false,,false,148,14,1,14,1,0,true,1,0,1,0,false,,"At $\underset{n\rightarrow\infty}{lim}T_{n}\rightarrow T_{n}=\infty$ the affected area is infinite dense, solely consisting of dimensionless points."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,22,false,,false,183,18,1,18,1,0,true,1,0,1,0,false,,"In the limit there is no affected area remaining above the hypotenuse, and the affected area is $A_{\Delta}=\frac{1}{2}\text{→}A_{\square}=\frac{A_{\Delta}}{A_…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,23,false,,false,118,12,1,12,1,0,true,0,0,1,0,false,,In this configuration the hypotenuse of the affected area will be $c=\frac{1}{2}\sqrt{2}\propto\frac{\pi}{2}\sqrt{2}$.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,24,false,,false,254,37,1,37,3,0,true,1,0,1,1,false,,"The area projected by square area units in the triangular plane $A_{\Delta}$, can also be represented by a continuous triangular section of the projection plan…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,25,true,no-math,false,242,39,2,19.5,0,0,false,1,0,1,0,false,,Such a projection for the triangular numbers will exceed the bounds of quadrant III for all triangular numbers with exception for the limiting case which proje…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,26,false,,false,116,9,1,9,4,0,true,0,0,1,1,false,,The hypotenuse of $Area\rightarrow T_{n=3}=6$ has length: $c_{n=3}=$$\sqrt{2\times Area}\times$$\sqrt{2}=\sqrt{24}$.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,27,false,,false,232,28,2,14,2,0,true,0,0,1,0,false,,The hypotenuse at $T_{n=3}$ sections off exactly the affected area as shown in the triangular projection $\frac{1}{6}=\frac{1}{8}+\frac{1}{24}$. In essence pro…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,28,false,,false,112,13,1,13,2,0,true,0,0,1,0,false,,By this procedure both $T_{n=3}$ and $\zeta\left(2\right)=\frac{\pi^{2}}{6}$ are mapped to the projection plane.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,29,true,no-math,false,159,27,1,27,0,0,false,2,0,1,0,false,,"The emphasis on with right angled sides, has a purpose, a triangle number counts objects arranged in an equilateral triangle and not in a right sided triangle."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,30,true,followed-by-structural(figure),false,321,55,3,18.3,1,0,true,1,0,1,0,false,,There is one aspect that makes the right angled projection a model for a equilateral triangle and that is the arrangement of the triangular numbers. Note that …
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,31,true,"caption/table-like, no-math",false,121,19,1,19,0,0,false,0,0,1,0,false,,Figure 4.5 shows the maximum area which any triangular number grid can possibly occupy when projected as continuous area.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,32,false,,false,293,27,2,13.5,5,0,true,0,0,1,1,false,,In the the total area below the hypotenuse for $T_{n=3}$ is $\frac{1}{8}+\frac{1}{24}=\frac{1}{6}$. The remainder of the shaded area between $T_{n=3}$ and the …
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,33,false,,false,322,19,1,19,3,0,true,2,0,1,0,false,,The process starts with $Area=\frac{1}{2}\left(\sqrt{2}^{\thinspace-1}\right)^{2}-\frac{1}{6}=\frac{1}{12}$ and this area reduces as the cycle approaches $lim_…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,34,false,,false,200,25,1,25,2,0,true,2,0,1,0,false,,"which in the triangular projection for $T_{n=3}$ is the part of the affected area exceeding the hypotenuse of the triangular plane, e.g., $A=\frac{3\times 0.5}…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,35,false,,false,131,13,1,13,1,0,true,1,0,1,0,false,,"The Bernoulli brothers found proof for the divergence of the harmonic series, $1+\frac{1}{2}+\frac{1}{3}+\frac{1}{4}+\dots=\infty$."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,36,false,,false,294,29,1,29,4,0,true,1,0,1,2,true,,Consider that the triangular number $T_{n=1}$ projects in a $1\times1$ grid in the triangular plane and has $a=\sqrt{2\times\frac{1}{4}}=\sqrt{2}^{\thinspace -…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,37,false,,false,129,17,1,17,1,0,true,1,0,1,0,false,,"In table 4.1 discrete triangular continues projection plane, we find that the maximum affected area is $A_{\square}=\frac{1}{4}$."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,38,true,caption/table-like,false,230,34,2,17,1,0,true,3,0,1,0,false,,"Table 2.1 zeta function values, lists “no value” for $\zeta\left(1\right)$, the harmonic series. However, in this particular reference frame a definite closed …"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,39,true,no-math,false,200,1,1,1,0,0,false,0,0,1,0,false,,\begin{equation}\begin{split}\zeta\left(1\right)&=1+\frac{1}{2^{1}}+\frac{1}{3^{1}}+\text{…}\\&=1+\frac{1}{2}+\frac{1}{3}+\text{…}=\frac{\pi^{2}}{4}\end{split}…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,40,false,,false,311,39,3,13,4,0,true,2,0,1,1,false,,"This needs to be justified for $\zeta\left(1\right)$. Considering that the mathematical universe is $A_{\square}$, where do the function values $\zeta\left(s\r…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,41,true,"followed-by-structural(pre), caption/table-like, no-math",false,157,18,1,18,0,0,false,2,0,1,0,false,,"Table 4.1 discrete triangular continues projection plane, shows three sections, connecting Cartesian triangular projection and associated spherical geometry."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,42,false,,false,1854,160,1,160,64,0,true,1,2,181,5,true,,Table 4.1 — Discrete triangular — Continues projection plane \( A_{\triangle} \) Triangular plane \( A_{\Box} \) Projection plane Proportional SA Discrete Cont…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,43,false,,false,222,28,2,14,2,0,true,4,0,1,0,false,,"Section $A_{\Delta}\,Triangular\,plane$: “Discrete” lists the area affected, “Continue” lists the associated right angle sides $a=b$ for the projection (fig. 4…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,44,false,,false,305,33,1,33,4,0,true,4,0,1,3,true,,"section $A_{\square}\,Projection\,plane$: “Closed” lists the from “n” derived “intermediate radius” as the closed formula $r_{q}=\sqrt{\frac{n}{n+1}}$, the “Ca…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,45,false,,false,115,14,1,14,1,0,true,1,0,1,0,false,,"Then finally section $Proportional\,SA$: the conversion of the “intermediate radius” using the primorial structure."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,46,false,,false,335,33,2,16.5,6,0,true,0,0,1,1,false,,Listed is the proportional surface area associated with the radius $r_{x}=\frac{r_{q}}{\sqrt{P\Delta\left(\looparrowright^{-1}\right)}}$. By ratio $SA\propto\f…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,47,true,no-math,false,254,3,1,3,0,0,false,0,0,1,0,false,,\begin{equation}\begin{split}\underset{n\rightarrow\infty}{lim}\rightarrow a&=\sqrt{2\left(\frac{T_{n}}{4n^{2}}\right)}=\sqrt{2\left(\frac{1}{8}\right)}\\\\&=\…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,48,false,,false,185,22,1,22,3,0,true,3,0,1,1,false,,"The progression from $a=\sqrt{2}^{\thinspace-1}$ to the limit a=0.5 can be, evidently, expressed as a ratio $r_{q}=\frac{0.5}{a}$, which has as closed form $r_…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,49,true,no-math,false,196,28,1,28,0,0,false,2,0,1,0,false,,"Table 4.1, shows that the primorial ratios reflect some intimate connection between two distinct worlds, the flat Cartesian triangular projection and the curve…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,50,true,followed-by-structural(pre),false,364,48,2,24,7,0,true,5,0,1,2,true,1,"At $n=3$, table 4.1, we find that the affected triangular area amounts to $A=\frac{A_{\square}}{6}$, and that the proportional surface area is $\pi^2$. Assumed…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,51,false,,false,1378,78,1,78,32,0,true,0,0,112,4,true,,Table 4.2 — Projection plane ranges (all s) s value \(\dfrac{\pi^2}{(\pi^2)(\zeta(s)^{-1})}\) \(a=\sqrt{2A}\) \(r_q=\tfrac{0.5}{a}\) \(r_x=\dfrac{r_q}{\sqrt{P\…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,52,true,caption/table-like,false,156,22,1,22,3,0,true,5,0,1,1,false,,"Table 4.2 projection plane range for all s, tabulates the values for $s=\{1,\dots,6,\infty\}$, where for $s=1$ the proposed value $\frac{\pi^2}{4}$ is used."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,53,false,,false,100,12,1,12,3,0,true,0,0,1,0,false,,The values for $\zeta\left(s>2\right)$ in column $a=\sqrt{2A}$ all result in values $\sqrt{2A}<0.5$.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,54,true,followed-by-structural(figure),false,274,38,1,38,3,0,true,4,0,1,2,true,,This means (see figure 4.6) that none of the $\zeta\left(s>2\right)$ will be expressed in the infinite range of triangular numbers $T_n \left(a\right)=\left[\s…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,55,false,,false,276,33,1,33,4,0,true,2,0,1,2,true,,"The value for $\zeta\left(s=1\right)$ in column $SA\propto\pi^2$ lists $SA\propto\frac{6}{9}\pi^{2}$, this result hints at a fractal property if interpreted as…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,56,false,,false,224,24,1,24,3,0,true,0,0,1,0,false,,The interpretation of $A_{\square}=\frac{6}{9}\pi^{2}$ is that it indicates a previous cycle of $\zeta\left(2\right)=\frac{\pi^{2}}{6}$ when the ratio affected…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,57,false,,false,354,45,1,45,5,0,true,1,0,1,2,true,,The fraction $\frac{6}{9}$ is associated with the affected area of the triangular plane $A_{\Delta}$ in the third quadrant of the projection plane $A_{\square}…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,58,false,,false,168,19,1,19,5,0,true,1,0,1,1,false,,"At $\zeta\left(1\right)$ the affected area of the projection plane $A_{\square}$ is $\frac{6}{9}$, mirroring the triangular plane $A_{\Delta}$ at $\zeta\left(2…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,59,false,,false,200,26,1,26,2,0,true,1,0,1,0,false,,"The value $\zeta\left(2\right)=\frac{\pi^{2}}{6}$, indicates that both projection plane and triangular plane are projections of the same area $\pi^2$ at two di…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,60,false,,false,107,9,1,9,1,0,true,0,0,1,0,false,,The configuration/function value $\zeta\left(2\right)=\frac{\pi^2}{6}$ seems to represent some equilibrium.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,61,true,no-math,false,333,7,1,7,0,0,false,0,0,1,0,false,,\begin{equation}\begin{split}T_{n=1}&\propto SA=\frac{2}{3}\pi^2={2\pi}\times P_\star\\\zeta\left(2\right)=\frac{\pi^2}{6}\rightarrow4\left(\frac{\pi^2}{6}\rig…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,62,false,,false,182,19,1,19,4,0,true,4,0,1,2,true,,"The triangular cycle $T_{n\{1,\dots,\infty\}}$ only holds $\zeta\left(s\right)$ for $s\in\{1,2\}$, values for $\zeta\left(s>2\right)$ are not represented withi…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,63,false,,false,170,27,1,27,1,0,true,2,0,1,0,false,,"Those values cannot be mapped as triangular number grid in quadrant III, however, the values can be mapped as affected area in the mathematical universe of $A_…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,64,false,,false,200,23,1,23,3,0,true,1,0,1,0,false,,"In table 4.1 discrete triangular continues projection plane, we find that the value for $\zeta\left(2\right)$ coincides with $n=3\rightarrow a=\sqrt{2\times\fr…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,65,false,,false,323,22,1,22,5,0,true,1,0,1,1,false,,"At the start of the triangular cycle we find $T_{n=1}\rightarrow$$ r_{x}\propto SA=$$\frac{6}{9}\pi^{2}$, the total increment in the range $\zeta\left(1\right)…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,66,false,,false,346,36,1,36,4,0,true,0,0,1,2,true,,The projection for $\zeta\left(\infty\right)$ (see table 4.2 projection plane range for all s) yields the radius for a sphere with $SA\propto\left(\frac{\pi^{2…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,67,false,,false,281,42,2,21,2,0,true,3,0,1,0,false,,"However, because the values for $\zeta\left(s>2\right)$ fall outside the bounds of the triangular projection, we established that the mapping to $A_\Delta$ doe…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,68,false,,false,202,26,1,26,2,0,true,0,0,1,0,false,,The values for $s>2$ for the Projection plane/Triangular plane assembly can be interpreted as reflecting a relative position/distance removed from the current …
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,69,false,,false,378,60,2,30,2,0,true,3,0,1,1,false,,In this sense the triangular numbers projected onto the projection plane $A_{\square}$ can be interpreted as a scale invariant snapshot of any stage in hypothe…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,70,true,no-math,false,262,39,1,39,0,0,false,3,0,1,2,true,,"For now we assume this dynamical aspect as a given, and proceed under the assumption that this geometric model represents a phase shift in the mathematical uni…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,71,false,,false,84,12,1,12,1,0,true,0,0,1,0,false,,The phase shift projects within static bounds on the projection plane $A_{\square}$.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,72,false,,false,170,15,1,15,4,0,true,4,0,1,2,true,,"We find values for $SA\propto\frac{6}{9}\times$$ \pi^2,SA=1\times$$\pi^2,\\,and\\,SA\propto$$\frac{\pi^2}{6}\times\pi^2$ (see table 4.2 projection plane range …"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,73,false,,false,242,31,1,31,2,0,true,3,0,1,2,true,,"As found previously, the scale factor $\left(\frac{A_{\square}}{A_{\Delta}}\right)=4$ is key because the triangular plane, or rather quadrant III it projects i…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,74,false,,false,253,24,2,12,5,0,true,3,0,1,1,false,,"We see that with respect to scale, $\left(\frac{A_{\square}}{A_{\Delta}}\right)\times\frac{\pi^2}{6}\propto\frac{6}{9}\pi^2$. The apparent increment in surface…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,75,true,no-math,false,231,36,1,36,0,0,false,1,0,1,1,false,,"a dynamical interpretation imposed on what essentially is a mathematical abstraction, so there must be some real world context in which proposed phase shift ca…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,76,false,,false,219,36,1,36,1,0,true,2,0,1,1,false,,"In chapter 8 a proposal to explain the nature of this phase shift will be formulated, and a relation will be identified between the conservation laws, the natu…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,77,true,no-math,false,121,20,1,20,0,0,false,0,0,1,0,false,,First identify the static numerical pattern that seems to occurs at the point of equilibrium for the ratio affected area:
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,78,false,,false,109,10,1,10,2,0,true,1,0,1,0,false,,"For the projection plane $A_{\square}$, numerator and denominator are $A_{\square}\rightarrow\frac{6^{n}}{6}$"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,79,false,,false,110,10,1,10,2,0,true,1,0,1,0,false,,"For the triangular plane $A_{\Delta}$, numerator and denominator are $A_{\Delta}\rightarrow\frac{6^{n+1}}{9}$."
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,80,false,,false,96,17,2,8.5,1,0,true,0,0,1,0,false,,Thus the increase of the affected area progresses in a $1:4$ ratio (see eq. 2.17 spatial ratio).
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,81,true,no-math,false,220,1,1,1,0,0,false,0,0,1,0,false,,\begin{equation}\begin{split}\frac{6^{0}=1}{6}A_{\square}&\rightarrow\frac{6^{1}=6}{9}A_{\Delta}\\\\\frac{6^{1}=6}{6}A_{\square}&\rightarrow\frac{6^{2}=36}{9}A…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,82,false,,false,240,20,1,20,5,0,true,2,0,1,1,false,,"which indicates the total affected area of $A_{\Delta}$ must be $\frac{6}{6}A_{\square}=1A_{\square}$, or corrected for scale in-variance, $\frac{A_{\Delta}}{A…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,83,false,,false,158,13,1,13,4,0,true,0,0,1,1,false,,The total affected area of $A_{\Delta}$ is therefore $A_{\Delta}=$$\frac{A_{\square}}{4}=100\\%$ and therefor justifies $\zeta\left(1\right)=\frac{\pi^2}{4}$.
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,84,false,,false,210,19,1,19,5,0,true,0,1,1,2,true,,The affected area $A_{\Delta}=100\%$ gives the maximum value for the right angled side of the projection plane $A_{\square}$; $a=\sqrt{2\left(\frac{1}{4}\right…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,85,false,,false,272,34,1,34,4,0,true,3,0,1,3,true,,"The hypotenuse from $a=\sqrt{2}^{\thinspace-1}$ to $b=\sqrt{2}^{\thinspace-1}$ is off course $c=a\sqrt{2}=1$, the hypotenuse of the mathematical universe $A_{\…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,86,false,,false,172,16,1,16,3,0,true,1,0,1,0,false,,"Further in this chapter a connection is made between this longest line and Planck's constant, $\hbar\approx$$\sqrt{\frac{\sqrt{\pi^2}\sqrt{2}}{4}}2\pi\approx$$…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,87,false,,false,195,22,1,22,2,0,true,2,0,1,0,false,,"Longer lines representing the root of a square area would imply that the count of elements $\underset{n\rightarrow\infty}{lim}\, T_{n}\rightarrow$$ \#n\in\math…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,88,false,,false,220,15,1,15,4,0,true,1,0,1,1,false,,"The maximum right angled side value for the affected area projection is $\underset{n\rightarrow\infty}{lim}T_n\rightarrow\,$$ A_{\Delta}=\frac{1}{2}\rightarrow…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,89,false,,false,308,25,1,25,6,0,true,1,0,1,1,false,,Continuing the cycle brings us at ratio $\frac{6^{2}=36}{6}A_{\square}\rightarrow$$\frac{6^{3}=216}{9}A_{\Delta}$ or $6A_{\square}\rightarrow$$24A_{\Delta}$ fo…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,90,true,no-math,false,143,2,1,2,0,0,false,0,0,1,0,false,,\begin{equation}T_{n=1}\rightarrow a=\sqrt{2\left(\frac{T_{n}}{4n^{2}}\right)}=\sqrt{2}^{\thinspace-1}\label{eq:04.06}\tag{04.06}\end{equation}
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,91,false,,false,281,32,1,32,5,0,true,2,0,1,2,true,,"This seems to confine us to an infinite cycle during which only $\zeta\left(2\right)$, and by completing the pattern $\zeta\left(1\right)$, play a roll within …"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,92,false,,false,324,30,2,15,4,0,true,1,0,1,1,false,,The maximum size of the right angled side is $a=\sqrt{2}^{\thinspace-1}$. In the limit $\underset{n\rightarrow\infty}{lim}\rightarrow T_{n}\rightarrow\#n\in\ma…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,93,false,,false,419,62,2,31,3,0,true,2,0,1,1,false,,All 3 sides count $\#n\in\mathbb{N}$ elements of equal area. Application of the multiplication factor $\sqrt{2}$ to account for “absolute size” measured over t…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,94,false,,false,213,26,1,26,2,0,true,2,0,1,0,false,,"There is a limit beyond $\underset{n\rightarrow\infty}{lim}\rightarrow T_{n}$, out of reach for the window provided by $T_{n}$, see table \ref{tab:projectionpl…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,95,false,,false,315,39,1,39,5,0,true,1,0,1,2,true,,There for s=2 we find that $\sqrt{2\times\frac{1}{6}}=$$\sqrt{\frac{2}{3}}=$$0.5773502692$ and we know that the limit for the triangular projection is: $a=\sqr…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,96,false,,false,326,16,1,16,4,0,true,1,0,1,1,false,,"For all $\zeta\left(s>2\right)$ the values for $a=\sqrt{2A}$ overshoot the lower limit $\underset{n\rightarrow\infty}{lim}\,T_{n}\rightarrow a=0.5\rightarrow A…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,97,false,,false,181,27,1,27,2,0,true,2,0,1,0,false,,"This can be understood as a function of volume, $\frac{1}{8}$ affected area as limit implies the reduction of a volume by cutting its radius in half, $V_{1}\ti…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,98,false,,false,309,32,1,32,2,0,true,3,0,1,2,true,,"To find values in the range $\frac{\pi^{2}}{8.210596}\rightarrow\frac{1}{8.210596}<\frac{1}{8}$ must, by completing the pattern, imply this fraction is address…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,99,false,,false,355,47,2,23.5,1,0,true,4,0,1,0,false,,"However, in the limit the current cycle resets numerically back to the start of infinity, see eq.\ref{eq:back-to-start-of-infinity}. This occurs because, as hy…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,100,false,,false,335,37,3,12.3,3,0,true,2,0,1,0,false,,"Not all hypotenuses are created equal. Al values $\zeta\left(s\right)\,\forall s\left(1<s<=2\right)$ result in $a=\sqrt{2A}>=0.5$, i.e. the resulting hypotenus…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,101,false,,false,298,42,1,42,5,0,true,3,0,1,3,true,,"The limit for the triangular projection in $A_{\Delta}$, $c>=\sqrt{2}^{\thinspace-1}$, is geometrically hard coded by the premise that the triangular projectio…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,102,false,,false,225,27,1,27,3,0,true,1,0,1,0,false,,Figure projection plane extended zeta depicts a shaded area between the hypotenuse at $\zeta\left(\mathbb{N}\right)$ and the hypotenuse at $T_{n=3}\rightarrow …
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,103,false,,false,247,14,1,14,2,0,true,0,0,1,0,false,,The first value that projects outside the cycle is $\zeta\left(3\right)\rightarrow\sqrt{2\times\frac{1}{8.210596}}=0.4935460224$ and the last $\zeta\left(\inft…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,104,false,,false,234,22,1,22,2,0,true,0,0,1,0,false,,For values of $a=\sqrt{2A}<0.5\rightarrow a^{2}<\frac{A_{\square}}{4}$ the resulting affected surface area consists of insufficient dimensionless points to gen…
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,105,false,,false,440,70,3,23.3,3,0,true,3,0,1,0,false,,"For all function values $\zeta\left(s\right)$ an associated surface area exists, each of those have right angled sides $a=\sqrt{2A}$ in the projection plane. H…"
zeta-zero-cafe/notebook/Chapter 4 The triangular numbers.html,106,true,no-math,false,406,68,2,34,0,0,false,4,0,1,1,false,,"This is not a trivial observation, because it brings us to the Riemann hypothesis, can it simply be that a proof for the Riemann hypothesis, ‘All non trivial z…"
